BP NUMBER,METER NUMBER,METER TYPE,METER READING,REMARKS,METER MONTH,METER MONTH(NAME),Festival
1000016240,17531115,RAYCHEM,74,,8,AUG,
1000016242,50612735,ACTARIS,2105,,8,AUG,
1000016244,AL-0506980/C4593,ACTARIS,2110,,8,AUG,
1000016245,AL-0507049/C4593,ACTARIS,2940,,8,AUG,
1000016246,50612584,ACTARIS,1141,,8,AUG,
1000016247,AL-0507074/C4593,ACTARIS,1530,,8,AUG,
1000016251,AL-0505865/C4593,ACTARIS,2384,,8,AUG,
1000016254,AL-0507104/C4593,ACTARIS,1318,,8,AUG,
1000016258,RAY18350425/1018,RAYCHEM,297,,8,AUG,
1000016261,AL-0507819/C4593,ACTARIS,1479,,8,AUG,
1000016265,AL-0507008/C4593,ACTARIS,3178,,8,AUG,
1000016268,AL-0506974/C4593,ACTARIS,2423,,8,AUG,
1000016272,AL-0507873/C4593,ACTARIS,1901,,8,AUG,
1000016274,AL-0512173/C4593,ACTARIS,1273,,8,AUG,
1000016277,AL-0507093/C4593,ACTARIS,1412,,8,AUG,
1000016278,AL-0507102/C4593,ACTARIS,2879,,8,AUG,
1000016279,AL-0507042/C4593,ACTARIS,3827,,8,AUG,
1000016281,AL-0507910/C4593,ACTARIS,1114,,8,AUG,
1000016284,AL-0507061/C4593,ACTARIS,1170,,8,AUG,
1000016285,50613417,ACTARIS,1079,,8,AUG,
1000016290,17531112,RAYCHEM,672,,8,AUG,
1000016292,AL-0507048/C4593,ACTARIS,1392,,8,AUG,
1000016295,50612949,ACTARIS,1666,,8,AUG,
1000016297,AL-0507047/C4593,ACTARIS,2318,,8,AUG,
1000016298,AL-0507105/C4593,ACTARIS,2766,,8,AUG,
1000016300,AL-0507071/C4593,ACTARIS,2329,,8,AUG,
1000016301,3370611,ACTARIS,1487,,8,AUG,
1000016302,50612944,ACTARIS,3308,IMAGE NOT READABLE,8,AUG,
1000016539,301438,SCHLUMBERGER,1400,IMAGE NOT READABLE,8,AUG,
1000016540,IL40806671,INVENSYS,1108,,8,AUG,
1000016541,IL50037110,SENSUS,3105,,8,AUG,
1000016542,3431951,ACTARIS,1739,,8,AUG,
1000016543,302283,SCHLUMBERGER,1624,,8,AUG,
1000016545,IL40807702,INVENSYS,2735,,8,AUG,
1000016546,IL40807243,ACTARIS,1317,,8,AUG,
1000016547,302282,SCHLUMBERGER,2385,,8,AUG,
1000016548,50218708,ACTARIS,4574,,8,AUG,
1000016549,IL50036970,SENSUS,2825,,8,AUG,
1000016550,302255,SCHLUMBERGER,3871,,8,AUG,
1000016552,11240681,AEM,1334,,8,AUG,
1000016553,IL50034082,SENSUS,1787,,8,AUG,
1000016554,IL40806603,INVENSYS,589,,8,AUG,
1000016555,207943,SCHLUMBERGER,920,,8,AUG,
1000016556,AR0550584/C4593,ACTARIS,1361,,8,AUG,
1000016557,IL40806054,INVENSYS,3666,,8,AUG,
1000016559,417,QWKROM,1419,,8,AUG,
1000016560,IL40806670,INVENSYS,2683,DIGIT NOT CLEAR,8,AUG,
1000016561,IL40805569,INVENSYS,3079,,8,AUG,
1000016562,IL40806056,INVENSYS,2259,,8,AUG,
1000016563,IL40504000,ACTARIS,1236,,8,AUG,
1000016564,17506502,RAYCHEM,599,,8,AUG,
1000016565,IL40806022,INVENSYS,2684,,8,AUG,
1000016566,302252,SCHLUMBERGER,2060,,8,AUG,
1000016567,IL50036971,SENSUS,5107,,8,AUG,
1000016568,IL50037421,SENSUS,2572,,8,AUG,
1000041351,1418141,AEM,1452,,8,AUG,
1000041352,32052681,ITRON,1036,,8,AUG,
1000041353,3045328,SCHLUMBERGER,2146,,8,AUG,
1000041355,971101298,SCHLUMBERGER,2679,,8,AUG,
1000041356,14534617,RAYCHEM,755,,8,AUG,
1000041357,3-228615-1,ITRON,21,,8,AUG,
1000041360,980345468,SCHLUMBERGER,5887,,8,AUG,
1000041361,3828941,ITRON,1719,,8,AUG,
1000041362,RAY18349562/1018,RAYCHEM,408,,8,AUG,
1000041364,3838231,ITRON,1544,,8,AUG,
1000041365,1203561,AEM,965,,8,AUG,
1000041369,3-238326-1,ITRON,805,,8,AUG,
1000041370,3-238372-1,ITRON,0,,8,AUG,
1000041373,101946,SCHLUMBERGER,2943,,8,AUG,
1000041375,RAY18351988/1018,RAYCHEM,350,,8,AUG,
1000041376,3-238370-1,ITRON,1142,,8,AUG,
1000041377,3-238324-1,ITRON,2,,8,AUG,
1000041378,17920446,RAYCHEM,2051,,8,AUG,
1000041380,IL40505213,INVENSYS,4420,,8,AUG,
1000041381,32052651,ITRON,1651,,8,AUG,
1000041383,980345206,SCHLUMBERGER,5099,,8,AUG,
1000041384,980345209,SCHLUMBERGER,2432,,8,AUG,
1000041385,3-238323-1,ITRON,357,,8,AUG,
1000041386,980345179,SCHLUMBERGER,1815,,8,AUG,
1000041387,980345144,SCHLUMBERGER,333,,8,AUG,
1000041388,IL40806032,INVENSYS,4649,,8,AUG,
1000041389,31441671,ITRON,1963,,8,AUG,
1000041390,31404271,ITRON,1833,,8,AUG,
1000041392,980345333,SCHLUMBERGER,6830,,8,AUG,
1000041394,3376501,ACTARIS,1135,,8,AUG,
1000041395,980345205,SCHLUMBERGER,3599,DIGIT NOT CLEAR,8,AUG,
1000041396,AR0550501/C4593,ACTARIS,2320,,8,AUG,
1000041398,15496815,RAYCHEM,1370,,8,AUG,
1000041404,2050872,ELSTER,722,,8,AUG,
1000041406,AL-0510744/C4593,ACTARIS,1634,,8,AUG,
1000041410,3829391,ITRON,746,,8,AUG,
1000041413,303041,SCHLUMBERGER,1407,,8,AUG,
1000041414,303042,SCHLUMBERGER,182,,8,AUG,
1000041416,AL-0503772/C4593,ACTARIS,2712,,8,AUG,
1000041418,203489,SCHLUMBERGER,1882,,8,AUG,
1000041419,971101332,SCHLUMBERGER,1,,8,AUG,
1000041420,31464921,ITRON,622,,8,AUG,
1000041423,50613433,ACTARIS,2079,,8,AUG,
1000041424,3027792,ACTARIS,2724,,8,AUG,
1000041425,AL-0505408/C4593,ACTARIS,3617,DIGIT NOT CLEAR,8,AUG,
1000041426,AL-0511144/C4593,ACTARIS,2822,,8,AUG,
1000041428,1611591,AEM,1776,,8,AUG,
1000041429,980345438,SCHLUMBERGER,2588,,8,AUG,
1000041430,101614,SCHLUMBERGER,631,,8,AUG,
1000041437,104408,SCHLUMBERGER,4088,,8,AUG,
1000041439,980345340,SCHLUMBERGER,1271,,8,AUG,
1000041440,14537942,RAYCHEM,1954,,8,AUG,
1000041443,3900441,ITRON,5684,,8,AUG,
1000041445,31602201,ITRON,2373,,8,AUG,
1000041447,IL40564113,INVENSYS,2465,,8,AUG,
1000041448,17563357,RAYCHEM,249,,8,AUG,
1000041449,3907781,ITRON,2560,,8,AUG,
1000041450,3924311,ITRON,39,,8,AUG,
1000041451,31464951,ITRON,2106,,8,AUG,
1000041452,971101405,SCHLUMBERGER,2092,,8,AUG,
1000041453,971101295,SCHLUMBERGER,5278,,8,AUG,
1000041454,14545169,RAYCHEM,251,,8,AUG,
1000041456,980345335,SCHLUMBERGER,2312,,8,AUG,
1000041458,104406,SCHLUMBERGER,3870,DIGIT NOT CLEAR,8,AUG,
1000041459,3855551,ITRON,3042,,8,AUG,
1000041460,100273,SCHLUMBERGER,1731,,8,AUG,
1000041462,980345182,SCHLUMBERGER,568,,8,AUG,
1000041463,980345280,SCHLUMBERGER,5416,,8,AUG,
1000041466,971101362,SCHLUMBERGER,3489,,8,AUG,
1000041468,14529987,RAYCHEM,234,,8,AUG,
1000041469,971101330,SCHLUMBERGER,1118,,8,AUG,
1000041470,980345410,SCHLUMBERGER,1627,,8,AUG,
1000041471,3743461,ACTARIS,530,,8,AUG,
1000041472,3743101,ACTARIS,3050,,8,AUG,
1000041473,14534620,RAYCHEM,774,,8,AUG,
1000041475,11008801,AEM,349,,8,AUG,
1000041527,301376,SCHLUMBERGER,430,,8,AUG,
1000041529,3-241503-1,ITRON,300,,8,AUG,
1000041530,3-013545-2,ITRON,606,,8,AUG,
1000041531,101319,SCHLUMBERGER,41,IMAGE NOT READABLE,8,AUG,
1000041533,3174981,ACTARIS,1456,,8,AUG,
1000041535,17563394,RAYCHEM,624,,8,AUG,
1000041536,15497267,RAYCHEM,877,,8,AUG,
1000041537,980345334,SCHLUMBERGER,3497,,8,AUG,
1000041538,3225511,ACTARIS,1726,,8,AUG,
1000041633,102683,SCHLUMBERGER,10454,,8,AUG,
1000041635,980345308,SCHLUMBERGER,6580,,8,AUG,
1000041636,3-031574-2,ITRON,9432,,8,AUG,
1000041637,3-031590-2,ITRON,1771,,8,AUG,
1000041638,3890641,ITRON,3658,,8,AUG,
1000041639,3440931,ACTARIS,0,,8,AUG,
1000041642,AL-0511132/C4593,ACTARIS,2701,,8,AUG,
1000041643,AL-0510737/C4593,ACTARIS,1821,,8,AUG,
1000045294,RAY18349543/1018,RAYCHEM,1890,,8,AUG,
1000045297,14510567,RAYCHEM,700,,8,AUG,
1000045298,RAY18349791/1018,RAYCHEM,357,,8,AUG,
1000045299,201346,SCHLUMBERGER,7517,,8,AUG,
1000045300,11397101,AEM,3162,,8,AUG,
1000045302,101394,SCHLUMBERGER,5996,,8,AUG,
1000045305,14523783,RAYCHEM,4358,,8,AUG,
1000045307,ZEN00143707/1218,ZENNER,681,,8,AUG,
1000045308,305188,SCHLUMBERGER,7492,,8,AUG,
1000045309,207474,SCHLUMBERGER,6177,,8,AUG,
1000045312,102662,SCHLUMBERGER,4197,,8,AUG,
1000045313,11390501,AEM,1828,,8,AUG,
1000045314,31465011,ITRON,2879,,8,AUG,
1000045315,3375981,ACTARIS,1700,,8,AUG,
1000045316,17920570,RAYCHEM,896,,8,AUG,
1000045317,15520381,RAYCHEM,322,,8,AUG,
1000045318,11246861,AEM,778,,8,AUG,
1000045320,11449411,AEM,4548,,8,AUG,
1000045321,RAY18349631/1018,RAYCHEM,1137,,8,AUG,
1000045322,1852321,AEM,1082,,8,AUG,
1000045324,31470931,ITRON,5065,,8,AUG,
1000045326,1668351,AEM,939,,8,AUG,
1000045327,11411541-05-2011,BGL,3889,,8,AUG,
1000045328,3860751,ITRON,2467,,8,AUG,
1000045329,11412399-05-2011,BGL,2259,,8,AUG,
1000045330,101031,SCHLUMBERGER,8527,,8,AUG,
1000045331,IL40502957,INVENSYS,6403,,8,AUG,
1000045332,11450131,AEM,473,,8,AUG,
1000045333,1567041,AEM,2671,,8,AUG,
1000045334,IL40505643,INVENSYS,6580,,8,AUG,
1000045336,31505181,ITRON,8271,,8,AUG,
1000045337,201683,SCHLUMBERGER,74,,8,AUG,
1000045338,14525097,RAYCHEM,150,,8,AUG,
1000045339,IL50037317,SENSUS,738,,8,AUG,
1000045340,AL-0617071/C-4792,ACTARIS,9576,,8,AUG,
1000045341,14526868,RAYCHEM,837,,8,AUG,
1000045342,3920701,ITRON,21,,8,AUG,
1000045344,11408591,AEM,1455,,8,AUG,
1000045346,16494689,RAYCHEM,504,,8,AUG,
1000045348,ZEN00036011/0119,ZENNER,197,,8,AUG,
1000048867,1203141,AEM,451,,8,AUG,
1000048869,2050742,ELSTER,2246,,8,AUG,
1000048870,980345357,SCHLUMBERGER,1958,,8,AUG,
1000048871,14541694,RAYCHEM,864,,8,AUG,
1000048872,32020501,ITRON,172,DIGIT NOT CLEAR,8,AUG,
1000048873,IL40504668,INVENSYS,551,,8,AUG,
1000048874,204784,SCHLUMBERGER,1077,,8,AUG,
1000049549,17920436,RAYCHEM,5299,,8,AUG,
1000049550,15497270,RAYCHEM,1165,,8,AUG,
1000049552,971101411,SCHLUMBERGER,5263,,8,AUG,
1000049664,201196,SCHLUMBERGER,5264,,8,AUG,
1000049713,202047,SCHLUMBERGER,1350,,8,AUG,
1000049763,15520382,RAYCHEM,201,,8,AUG,
1000049837,AL-0507039/C4593,ACTARIS,2385,,8,AUG,
1000052022,1064201,AEM,765,,8,AUG,
1000052026,3396721,ACTARIS,1205,,8,AUG,
1000052035,3011402,ACTARIS,4440,DIGIT NOT CLEAR,8,AUG,
1000052049,AL-0507003/C4593,ACTARIS,2799,,8,AUG,
1000052051,3079101,ACTARIS,930,DIGIT NOT CLEAR,8,AUG,
1000052052,3161321,ACTARIS,2412,,8,AUG,
1000052053,AL-0507883/C4593,ACTARIS,842,,8,AUG,
1000052055,1268021,AEM,3247,DIGIT NOT CLEAR,8,AUG,
1000052056,AL-0507009/C4593,ACTARIS,1733,,8,AUG,
1000052057,1114791,AEM,1706,,8,AUG,
1000052063,50612981,ACTARIS,3731,,8,AUG,
1000052070,1114621,AEM,3537,,8,AUG,
1000052071,3102651,ACTARIS,2304,,8,AUG,
1000052073,1114131,AEM,2752,,8,AUG,
1000052074,AL-0507849/C4593,ACTARIS,2684,,8,AUG,
1000052076,1125781,AEM,1248,,8,AUG,
1000052081,AL-0507948/C4593,ACTARIS,802,,8,AUG,
1000052084,1126091,AEM,3088,,8,AUG,
1000052090,1126181,AEM,3261,,8,AUG,
1000052091,50612971,ACTARIS,1269,,8,AUG,
1000052101,AL-0507884/C4593,ACTARIS,1102,,8,AUG,
1000054665,11453231,AEM,1095,,8,AUG,
1000054666,3390341,ACTARIS,2160,,8,AUG,
1000054839,300691,SCHLUMBERGER,766,IMAGE NOT READABLE,8,AUG,
1000055899,1125101,AEM,3167,,8,AUG,
1000055900,3619141,ACTARIS,1324,,8,AUG,
1000055902,3172501,ACTARIS,1766,,8,AUG,
1000055905,IL40503998,INVENSYS,569,DIGIT NOT CLEAR,8,AUG,
1000055906,IL50037298,SENSUS,1793,,8,AUG,
1000055907,3135391,ACTARIS,2075,,8,AUG,
1000055908,1278581,AEM,2120,,8,AUG,
1000055910,ZEN00000559/0119,ZENNER,362,,8,AUG,
1000056120,1118001,AEM,5381,,8,AUG,
1000056121,1117561,AEM,1298,,8,AUG,
1000056354,14538642,RAYCHEM,1031,,8,AUG,
1000056357,2040922,ELSTER,3109,,8,AUG,
1000056358,2040892,ELSTER,2625,,8,AUG,
1000056359,31623341,ITRON,11,,8,AUG,
1000056361,1327811,AEM,3745,,8,AUG,
1000056365,AL-0621921/C-4792,ACTARIS,4229,,8,AUG,
1000062386,IL50036634,SENSUS,4767,,8,AUG,
1000062387,IL50037492,SENSUS,3269,,8,AUG,
1000062512,11395121,AEM,1049,,8,AUG,
1000062513,202213,SCHLUMBERGER,1391,,8,AUG,
1000062645,IL40301577,INVENSYS,2319,,8,AUG,
1000062809,50215656,ACTARIS,2439,,8,AUG,
1000062810,AL-0620573/C-4792,ACTARIS,3311,,8,AUG,
1000062814,AL-0506970/C4593,ACTARIS,1251,,8,AUG,
1000062815,AL-0508195/C4593,ACTARIS,1816,,8,AUG,
1000062817,AL-0507898/C4593,ACTARIS,2858,,8,AUG,
1000062819,AL-0507075/C4593,ACTARIS,2392,,8,AUG,
1000062821,AL-0507080/C4593,ACTARIS,3602,,8,AUG,
1000062823,AL-0507887/C4593,ACTARIS,2505,,8,AUG,
1000062827,50612583,ACTARIS,2193,,8,AUG,
1000062869,IL50036972,SENSUS,4332,,8,AUG,
1000068997,31365001,ITRON,2066,,8,AUG,
1000069020,1395451,AEM,1832,,8,AUG,
1000069110,1395111,AEM,1520,,8,AUG,
1000069165,1287651,AEM,2264,,8,AUG,
1000069224,AL-0509298/C4593,ACTARIS,2261,,8,AUG,
1000069236,AL-0509276/C4593,ACTARIS,1900,,8,AUG,
1000069252,AL-0615818/C-4792,ACTARIS,2464,,8,AUG,
1000069266,AL-0615796/C-4792,ACTARIS,2446,,8,AUG,
1000069274,AL-0615722/C-4792,ACTARIS,3417,,8,AUG,
1000069279,AL-0616769/C-4792,ACTARIS,4020,,8,AUG,
1000069292,AL-0509261/C4593,ACTARIS,2320,,8,AUG,
1000069293,17599826,RAYCHEM,285,,8,AUG,
1000069300,AL-0513337/C4593,ACTARIS,1605,,8,AUG,
1000069302,AL-0615809/C-4792,ACTARIS,2006,,8,AUG,
1000069318,AL-0620908/C-4792,ACTARIS,2402,,8,AUG,
1000069321,AL-0615730/C-4792,ACTARIS,1904,,8,AUG,
1000069329,AL-0513365/C4593,ACTARIS,928,,8,AUG,
1000069336,AL-0615801/C-4792,ACTARIS,1776,,8,AUG,
1000069979,AL-0615733/C-4792,ACTARIS,1952,,8,AUG,
1000070049,AL-0616768/C-4792,ACTARIS,1968,,8,AUG,
1000070627,1871411,AEM,1264,,8,AUG,
1000070632,IL40503801,INVENSYS,1521,,8,AUG,
1000070640,IL40503883,INVENSYS,2050,,8,AUG,
1000070663,IL40301588,INVENSYS,2255,,8,AUG,
1000070680,50218476,ACTARIS,1803,,8,AUG,
1000073852,31050431,ITRON,1445,,8,AUG,
1000074990,17610589,RAYCHEM,432,,8,AUG,
1000076390,11413361,AEM,1147,,8,AUG,
1000076535,AR0551753/C4593,ACTARIS,109,,8,AUG,
1000076588,1870691,AEM,938,,8,AUG,
1000076820,202223,SCHLUMBERGER,1126,,8,AUG,
1000077423,3022531,ACTARIS,2473,,8,AUG,
1000077479,3022511,ACTARIS,2381,,8,AUG,
1000077495,3005341,ACTARIS,5652,,8,AUG,
1000077563,3033821,ACTARIS,1193,,8,AUG,
1000077568,3057951,ACTARIS,2230,DIGIT NOT CLEAR,8,AUG,
1000077569,3033741,ACTARIS,2725,,8,AUG,
1000077573,3002341,ACTARIS,4231,,8,AUG,
1000077613,3002111,ACTARIS,2461,,8,AUG,
1000077614,3022181,ACTARIS,1895,,8,AUG,
1000077621,3012061,ACTARIS,3040,,8,AUG,
1000077664,3043701,ACTARIS,2875,,8,AUG,
1000077726,3059581,ACTARIS,1282,,8,AUG,
1000077727,11452501,AEM,815,,8,AUG,
1000077774,3014171,ACTARIS,984,,8,AUG,
1000077777,11453411,AEM,1020,,8,AUG,
1000077854,1035821,AEM,2907,,8,AUG,
1000077924,3018601,ACTARIS,3846,DIGIT NOT CLEAR,8,AUG,
1000077947,3021721,ACTARIS,2190,,8,AUG,
1000078013,3043721,ACTARIS,2441,,8,AUG,
1000078037,3042361,ACTARIS,1832,,8,AUG,
1000078054,3033751,ACTARIS,2147,,8,AUG,
1000078116,3000041,ACTARIS,3016,,8,AUG,
1000078156,1035611,AEM,4747,,8,AUG,
1000078175,3057811,ACTARIS,2609,,8,AUG,
1000078247,3042281,ACTARIS,2162,,8,AUG,
1000078254,3059631,ACTARIS,3852,,8,AUG,
1000078268,14526980,RAYCHEM,575,,8,AUG,
1000078370,3005271,ACTARIS,2118,,8,AUG,
1000078394,3059571,ACTARIS,3007,,8,AUG,
1000078534,3024051,ACTARIS,1246,,8,AUG,
1000078659,3057941,ACTARIS,1629,,8,AUG,
1000078679,3018391,ACTARIS,2973,,8,AUG,
1000078844,1035921,AEM,2665,,8,AUG,
1000079019,3057841,ACTARIS,2784,,8,AUG,
1000079057,3002391,ACTARIS,1657,,8,AUG,
1000079096,3012241,ACTARIS,2087,,8,AUG,
1000079114,30251982,ITRON,686,,8,AUG,
1000079155,3051861,ACTARIS,804,,8,AUG,
1000079159,3059811,ACTARIS,1067,,8,AUG,
1000079190,3000241,ACTARIS,2381,,8,AUG,
1000080539,3024141,ACTARIS,2153,,8,AUG,
1000080824,11305243-04-2011,RAYCHEM,2115,,8,AUG,
1000082726,IL40505176,INVENSYS,3681,,8,AUG,
1000083337,AL-0512522/C4593,ACTARIS,1727,,8,AUG,
1000083603,1018671,AEM,3017,,8,AUG,
1000083668,1020321,AEM,3959,,8,AUG,
1000083669,1018151,AEM,3975,,8,AUG,
1000083670,70204283,ACTARIS,2460,,8,AUG,
1000083671,70203649,ACTARIS,3685,,8,AUG,
1000083676,1019061,AEM,3132,,8,AUG,
1000083678,70203860,ACTARIS,5341,,8,AUG,
1000083695,1019641,AEM,2426,,8,AUG,
1000083702,70204281,ACTARIS,2291,,8,AUG,
1000083734,1020681,AEM,2467,,8,AUG,
1000083735,1019251,AEM,2091,,8,AUG,
1000083755,1019741,AEM,2002,,8,AUG,
1000083756,70203782,ACTARIS,5527,,8,AUG,
1000083780,1014141,AEM,2333,,8,AUG,
1000083784,1019561,AEM,2658,,8,AUG,
1000083923,70203854,ACTARIS,1683,,8,AUG,
1000083926,70203765,ACTARIS,2306,,8,AUG,
1000085588,70203781,ACTARIS,2818,,8,AUG,
1000085743,1331931,AEM,5088,,8,AUG,
1000086254,70203678,ACTARIS,1384,,8,AUG,
1000086322,1019991,AEM,1123,,8,AUG,
1000086604,203152,SCHLUMBERGER,2123,,8,AUG,
1000086615,3072941,ACTARIS,1860,,8,AUG,
1000086617,1445301,AEM,887,,8,AUG,
1000086619,3103091,ACTARIS,1582,,8,AUG,
1000086620,3088191,ACTARIS,2878,,8,AUG,
1000086622,3109711,ACTARIS,1384,,8,AUG,
1000086624,1125141,AEM,2808,,8,AUG,
1000087542,IL50035420,SENSUS,2642,,8,AUG,
1000087575,IL50035206,SENSUS,2478,,8,AUG,
1000087588,IL50035561,SENSUS,2252,,8,AUG,
1000087617,1452211,AEM,1942,,8,AUG,
1000087681,11404351,AEM,992,,8,AUG,
1000088070,RAY18351594/1018,RAYCHEM,279,,8,AUG,
1000088936,IL40301690,INVENSYS,2921,,8,AUG,
1000088987,306606,SCHLUMBERGER,1748,,8,AUG,
1000089063,3705831,ACTARIS,1857,,8,AUG,
1000089103,,SCHLUMBERGER,2073,IMAGE NOT READABLE,8,AUG,
1000089117,3368031,ACTARIS,2924,,8,AUG,
1000089129,11443411,AEM,715,,8,AUG,
1000089164,RC12294229,RAYCHEM,1885,,8,AUG,
1000089208,11305242-04-20,RAYCHEM,1247,IMAGE NOT READABLE,8,AUG,
1000089222,IL40503477,INVENSYS,1978,,8,AUG,
1000089226,IL40503336,INVENSYS,2704,,8,AUG,
1000089227,203061,SCHLUMBERGER,1124,,8,AUG,
1000089284,203759,SCHLUMBERGER,1879,,8,AUG,
1000089286,IL40502780,INVENSYS,2378,,8,AUG,
1000089296,3-249115-1,ITRON,479,,8,AUG,
1000089301,IL40502636,INVENSYS,2408,,8,AUG,
1000089310,202210,SCHLUMBERGER,1198,,8,AUG,
1000089454,AL-0501380/C4593,ACTARIS,1600,,8,AUG,
1000089471,IL40300486,INVENSYS,2876,DIGIT NOT CLEAR,8,AUG,
1000089476,IL40301799,INVENSYS,2871,,8,AUG,
1000089479,302482,SCHLUMBERGER,1548,,8,AUG,
1000089492,IL40301781,INVENSYS,3951,DIGIT NOT CLEAR,8,AUG,
1000089512,IL40301688,INVENSYS,2442,,8,AUG,
1000089517,IL40300488,INVENSYS,3198,,8,AUG,
1000089521,206346,SCHLUMBERGER,2818,,8,AUG,
1000089575,IL40301899,INVENSYS,1369,,8,AUG,
1000089583,302243,SCHLUMBERGER,2544,,8,AUG,
1000090995,3579421,ACTARIS,318,,8,AUG,
1000090996,1126131,AEM,1610,,8,AUG,
1000090999,3086471,ACTARIS,3041,,8,AUG,
1000091003,1125201,AEM,1302,,8,AUG,
1000091008,1113111,AEM,2371,,8,AUG,
1000092892,70203679,ACTARIS,1804,,8,AUG,
1000093105,1014171,AEM,1686,,8,AUG,
1000094754,AL-0506199/C4593,INVENSYS,1604,,8,AUG,
1000094780,2049631,ELSTER,2022,,8,AUG,
1000095793,3638271,ACTARIS,1822,,8,AUG,
1000095794,1112551,AEM,3129,,8,AUG,
1000095796,1124781,AEM,591,,8,AUG,
1000096112,3431961,ACTARIS,979,,8,AUG,
1000096113,3170741,ACTARIS,1013,,8,AUG,
1000096114,3170731,ACTARIS,1846,,8,AUG,
1000096115,3172431,ACTARIS,2150,,8,AUG,
1000096116,3901161,ITRON,2908,,8,AUG,
1000096118,3172521,ACTARIS,2539,,8,AUG,
1000096121,3172361,ACTARIS,3129,,8,AUG,
1000096380,3170751,ACTARIS,5667,DIGIT NOT CLEAR,8,AUG,
1000096561,3076841,ACTARIS,1929,,8,AUG,
1000096804,3172491,ACTARIS,3525,,8,AUG,
1000097101,3086481,ACTARIS,3385,,8,AUG,
1000097102,3135911,ACTARIS,2980,,8,AUG,
1000097729,3076831,ACTARIS,2700,,8,AUG,
1000097731,3172351,ACTARIS,2627,,8,AUG,
1000097737,3424371,ACTARIS,3134,,8,AUG,
1000098435,31898081,ITRON,493,,8,AUG,
1000098436,32005161,ITRON,872,,8,AUG,
1000098440,3076811,ACTARIS,1178,,8,AUG,
1000100512,3072931,ACTARIS,864,,8,AUG,
1000100513,3122081,ACTARIS,1859,,8,AUG,
1000100514,3122071,ACTARIS,1327,,8,AUG,
1000100515,1279811,AEM,1116,,8,AUG,
1000100516,1280471,AEM,1302,,8,AUG,
1000100543,IL40504778,INVENSYS,3214,,8,AUG,
1000100575,201182,SCHLUMBERGER,3452,,8,AUG,
1000101163,,SCHLUMBERGER,3008,IMAGE NOT READABLE,8,AUG,
1000103120,11443391,AEM,1498,,8,AUG,
1000103231,IL40503804,INVENSYS,2835,,8,AUG,
1000103251,3149321,ACTARIS,1434,,8,AUG,
1000103899,3071521,ACTARIS,1796,,8,AUG,
1000103905,3069741,ACTARIS,2992,,8,AUG,
1000104002,302465,SCHLUMBERGER,2139,,8,AUG,
1000104368,IL40301657,INVENSYS,2413,,8,AUG,
1000104528,IL40505563,INVENSYS,2920,,8,AUG,
1000105841,3005251,ACTARIS,1432,,8,AUG,
1000105842,3002891,ACTARIS,1440,,8,AUG,
1000105843,3012211,ACTARIS,830,,8,AUG,
1000105844,3000371,ACTARIS,1949,,8,AUG,
1000105860,3001971,ACTARIS,2600,,8,AUG,
1000105870,3022381,ACTARIS,1848,,8,AUG,
1000105877,3021611,ACTARIS,932,,8,AUG,
1000105883,ZEN00042000/0918,ZENNER,118,,8,AUG,
1000105886,3042251,ACTARIS,1418,,8,AUG,
1000106657,IL40502511,INVENSYS,2174,,8,AUG,
1000106919,IL50035208,SENSUS,3261,,8,AUG,
1000107137,1278351,AEM,4306,,8,AUG,
1000107139,RC12292588,RAYCHEM,1131,,8,AUG,
1000107141,3177861,ACTARIS,1366,,8,AUG,
1000107142,3079091,ACTARIS,2434,,8,AUG,
1000107144,11405501,AEM,161,,8,AUG,
1000107146,3172411,ACTARIS,4265,,8,AUG,
1000107147,3135371,ACTARIS,535,,8,AUG,
1000112703,1339751,AEM,1662,,8,AUG,
1000112704,1339911,AEM,2010,,8,AUG,
1000112710,1339881,AEM,1484,,8,AUG,
1000112711,3172421,ACTARIS,1949,,8,AUG,
1000112712,3161291,ACTARIS,2165,,8,AUG,
1000115179,1183001,AEM,3140,,8,AUG,
1000115184,1198021,AEM,4112,,8,AUG,
1000115186,1198871,AEM,1264,,8,AUG,
1000115188,1201621,AEM,4425,,8,AUG,
1000115190,1197031,AEM,2165,,8,AUG,
1000115194,3209501,ACTARIS,382,,8,AUG,
1000115195,3478731,ACTARIS,1227,,8,AUG,
1000115202,1254691,ACTARIS,2818,,8,AUG,
1000115207,1198791,AEM,2824,,8,AUG,
1000115314,16495006,RAYCHEM,804,,8,AUG,
1000115522,3171261,ACTARIS,1843,,8,AUG,
1000116660,1219591,AEM,2626,,8,AUG,
1000116661,1419621,AEM,1905,,8,AUG,
1000116662,1233541,AEM,2767,,8,AUG,
1000116663,1245611,AEM,2354,,8,AUG,
1000116664,1242901,AEM,3265,,8,AUG,
1000116665,1301431,AEM,1960,,8,AUG,
1000116668,1392581,AEM,1778,,8,AUG,
1000116669,1394021,AEM,1803,,8,AUG,
1000116670,1392331,AEM,1925,,8,AUG,
1000116671,1222091,AEM,2683,,8,AUG,
1000116672,1246811,AEM,2254,,8,AUG,
1000116673,1388261,AEM,2087,,8,AUG,
1000116674,1382701,AEM,1695,,8,AUG,
1000116675,1419691,AEM,2415,,8,AUG,
1000116676,1392061,AEM,1571,,8,AUG,
1000116677,1392101,AEM,1539,,8,AUG,
1000116678,1227931,AEM,1316,,8,AUG,
1000116679,1392091,AEM,2311,,8,AUG,
